zone_id,land_cover_mode,land_cover_label,land_cover_frac,Open Water,"Developed, Open Space","Developed, Low Intensity","Developed, Medium Intensity","Developed, High Intensity",Deciduous Forest,Mixed Forest,Pasture/Hay,Cultivated Crops,Woody Wetlands,Emergent Herbaceous Wetlands,Barren Land,Shrub/Scrub,Herbaceous,Evergreen Forest
"59,156",82.0,Cultivated Crops,0.8621053485918351,0.00408516624732841,0.036937838739640544,0.025521016512007503,0.00581662743824906,0.00017134251368485602,0.0012084156228300373,9.018027036045055e-06,0.0004148292436580725,0.8621053485918351,0.06104302500698897,0.002687372056741426,0.0,0.0,0.0,0.0
"60,156",82.0,Cultivated Crops,0.6510564618672727,0.15932148364580798,0.03216730243757271,0.019524028533037543,0.006231456681907132,0.000829658487316145,0.03845286728169611,0.0005681357032708384,0.004851698545392239,0.6510564618672727,0.07398389380371362,0.009703397090784478,0.0030751472192913636,1.803605407209011e-05,0.00021643264886508128,0.0
"58,157",82.0,Cultivated Crops,0.690970249528808,0.11670228787345904,0.012183354525696868,0.01416732047362678,0.0020290560831101373,8.116224332440549e-05,0.0030751472192913636,1.803605407209011e-05,5.410816221627032e-05,0.690970249528808,0.13437762086410734,0.010451893334776217,0.01582663744825907,0.0,6.312618925231538e-05,0.0
"59,157",82.0,Cultivated Crops,0.5683521359197035,0.16124232340448558,0.01985769553337121,0.022292562833103373,0.01061421782142503,0.001163325487649812,0.004779554329103879,6.312618925231538e-05,0.0015961907853799745,0.5683521359197035,0.18459901342784227,0.01336471606741877,0.012048084120156193,0.0,2.705408110813516e-05,0.0
"60,157",82.0,Cultivated Crops,0.30150871592313033,0.19068618167717266,0.018901784667550433,0.020939858777696614,0.01810819828837847,0.004743482220959699,0.04788572356139924,0.0008026044062080098,0.01730559388217046,0.30150871592313033,0.288639991342694,0.08970231492754015,0.0002705408110813516,9.018027036045055e-05,0.00040581121662202745,9.018027036045055e-06
"57,158",82.0,Cultivated Crops,0.6448340232124016,0.061971881791701613,0.036324612901189476,0.013193373553733914,0.0008747486224963703,1.803605407209011e-05,0.12795678561444326,0.001190379568757947,0.03967931895859824,0.6448340232124016,0.06869031193355518,0.0027595162730297863,0.0019298577857136416,3.607210814418022e-05,0.00032464897329762194,0.00021643264886508128
"58,158",82.0,Cultivated Crops,0.5463932400869338,0.12049887725563402,0.020669317966615263,0.018973928883838795,0.0022635247860473087,4.509013518022527e-05,0.013409806202598995,0.0004148292436580725,0.00993786579372165,0.5463932400869338,0.22336751165579993,0.040887734581428276,0.0031292553815076337,0.0,9.018027036045055e-06,0.0
"59,158",82.0,Cultivated Crops,0.3703252802351901,0.04618131645158672,0.0441161882603324,0.03081459838216595,0.008540071603134667,0.0008116224332440549,0.24098873648423197,0.002191380569758948,0.08257807356906456,0.3703252802351901,0.13792170548927304,0.03515226938650362,2.705408110813516e-05,0.0,0.0002705408110813516,8.116224332440549e-05
"60,158",82.0,Cultivated Crops,0.46151556962367773,0.15044774504233963,0.022851680509338168,0.017819621423225025,0.004337671004337671,0.0007665322980638296,0.029939849759669578,0.0003517030544057571,0.009838667496325153,0.46151556962367773,0.286628971313656,0.01502403304205106,3.607210814418022e-05,9.018027036045055e-06,0.0001983965947929912,0.0002344687029371714
"64,158",22.0,"Developed, Low Intensity",0.19434750065380696,0.07680653626599572,0.1805228652075499,0.19434750065380696,0.09629449269088909,0.03673042411781151,0.06685965244523803,0.008080152224296368,0.07944881818755693,0.1578064551037524,0.09270531793054315,0.008693378062747432,0.0002525047570092615,8.116224332440549e-05,0.0010641271902533164,0.00030661291922553184
"65,158",82.0,Cultivated Crops,0.35735735735735735,0.17729441152864575,0.05754403051700349,0.06952898844790736,0.050302554807059315,0.02986770554338122,0.04465726988249511,0.0023537050564077593,0.02328454580706833,0.35735735735735735,0.1690789888988087,0.013635256878500122,0.00014428843257672087,9.018027036045055e-05,0.0004509013518022527,0.004409815220626031
"66,158",82.0,Cultivated Crops,0.290227164101038,0.14608301995689382,0.04290777263750237,0.023194365536707878,0.0057535012489967445,0.00249799348898448,0.1334848361875389,0.002831660489318147,0.16567919270621972,0.290227164101038,0.15988060132204276,0.024547069592114636,0.0020470921371822273,2.705408110813516e-05,0.0007484962439917394,9.018027036045055e-05
"57,159",41.0,Deciduous Forest,0.48599049499950403,0.10832454075697319,0.057147237327417506,0.030057084111138166,0.007034061088115142,0.0008927846765684603,0.48599049499950403,0.004184364544724905,0.10946081216351487,0.11940769598427256,0.041915789663537414,0.02175148121094067,0.010289568848127408,0.00014428843257672087,0.00255210165120075,0.0008476945413882351
"58,159",41.0,Deciduous Forest,0.5311617924230537,0.0018036054072090109,0.04398091785479173,0.013779545311076842,0.0016232448664881098,0.0002525047570092615,0.5311617924230537,0.005681357032708384,0.06171937703469235,0.3115097079061043,0.026062098134170205,0.001325649974298623,0.0002705408110813516,0.0001352704055406758,0.0002795588381173967,0.0004148292436580725
"59,159",82.0,Cultivated Crops,0.5865865865865866,0.002507011516020525,0.048670291913535155,0.02799195591988385,0.0029939849759669577,0.0001803605407209011,0.08169430691953214,0.0013617220824428031,0.059266473680888096,0.5865865865865866,0.17375032690348005,0.014816618420222024,0.0,5.410816221627032e-05,0.0001172343514685857,9.018027036045055e-06
"60,159",41.0,Deciduous Forest,0.3150087023960898,0.0463165868571274,0.04868832796760725,0.019298577857136415,0.00497795092389687,0.0007575142710277846,0.3150087023960898,0.0057535012489967445,0.255011768525282,0.2549486423360297,0.04151899647395143,0.0026062098134170208,0.003841679517355193,9.91982973964956e-05,0.000495991486982478,0.000676352027703379
"61,159",82.0,Cultivated Crops,0.4948552155759363,0.17726735744753763,0.03250998746494242,0.0072955838721604485,0.0009288567847126406,1.803605407209011e-05,0.0496803109415722,0.0007124241358475592,0.047795543291038786,0.4948552155759363,0.16854692530368207,0.01985769553337121,0.00010821632443254064,0.0,0.00028857686515344175,0.0001352704055406758
